Items in order
"1 x AAC Saucy Fries, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
1 x Animal Fries
"1 x Angara Rice, 1 x Grilled Chicken Peri Peri Tangdi"
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Angara Grilled Chicken
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Smoky Bbq Grilled Chicken
1 x Bone in Jamaican Grilled Chicken
1 x Grilled Chicken Peri Peri Tender
"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tender, 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries"
"1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries, 1 x Bone in Angara Grilled Chicken"
"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Angara Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Grilled Chicken Peri Peri Tangdi, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Animal Fries, 1 x Bone in Jamaican Grilled Chicken"
1 x Grilled Chicken Peri Peri Tender
1 x AAC Signature Fries
"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Bone in Angara Grilled Chicken, 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries"
1 x Bone in Kabuli Grilled Chicken
1 x Grilled Chicken Smoky BBQ Tender
"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
1 x Bone in Angara Grilled Chicken
1 x Grilled Chicken Tangdi Jamaican + Salted Krispers
1 x Grilled Chicken Jamaican Tender
1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice
1 x Bone in Jamaican Grilled Chicken
"1 x Angara Rice, 1 x Fried Chicken Angara Tender, 1 x Angara Aloo Tuk Tuki, 1 x Onion Bombs"
"1 x AAC Saucy Fries, 1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Peri Peri Tender"
1 x AAC Saucy Fries
1 x Grilled Chicken Angara Tender
1 x Animal Fries
1 x Fried Chicken Angara Tender
1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Smoky Bbq Grilled Chicken
1 x Fried Chicken Angara Tender
"1 x Peri Peri Fries, 1 x Fried Chicken Kabuli Tender"
1 x Bone in Jamaican Grilled Chicken
1 x Grilled Chicken Smoky BBQ Tender
1 x Grilled Chicken Smoky BBQ Tender
"1 x Fried Chicken Angara Tender, 1 x Fried Chicken Kabuli Tender, 1 x AAC Signature Krispers, 1 x Animal Fries"
"1 x Angara Rice, 1 x Bone in Jamaican Grilled Chicken, 1 x Angara Aloo Tuk Tuki"
2 x Bone in Peri Peri Grilled Chicken
1 x Animal Fries
"1 x Angara Rice, 1 x Bone in Jamaican Grilled Chicken"
1 x Bone in Jamaican Grilled Chicken
1 x Fried Chicken Angara Tender
1 x Bone in Peri Peri Grilled Chicken
1 x Animal Fries
"1 x Grilled Chicken Tangdi Jamaican + Salted Krispers, 1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice"
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
1 x Bone in Jamaican Grilled Chicken
1 x Grilled Chicken Smoky BBQ Tender
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
1 x Peri Peri Krispers
"2 x Peri Peri Fries, 1 x Fried Chicken Peri Peri Tender"
1 x Bone in Jamaican Grilled Chicken
"1 x GhostBuster Sauce, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
1 x Bone in Jamaican Grilled Chicken
1 x Fried Chicken Angara Tender
2 x Animal Fries
"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
1 x Peri Peri Fries
1 x Bone in Smoky Bbq Grilled Chicken
"1 x Peri Peri Fries, 1 x Grilled Chicken Angara Tender, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Classic Tender, 1 x Grilled Chicken Smoky BBQ Tender"
1 x Animal Fries
1 x Fried Chicken Angara Tender
"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Angara Tangdi, 1 x Bone in Peri Peri Grilled Chicken, 1 x Animal Fries"
1 x Animal Fries
"1 x AAC Signature Fries, 1 x Animal Fries, 1 x Fried Chicken Angara Tender, 1 x Cafreal dip"
1 x Fried Chicken Classic Tender
1 x Fried Chicken Peri Peri Tender
"1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Jamaican Tangdi"
1 x Grilled Chicken Angara Tender
1 x Grilled Chicken Angara Tender
1 x Grilled Chicken Jamaican Tender
1 x Fried Chicken Kabuli Tender
1 x Animal Fries
"1 x Grilled Chicken Jamaican Tender, 1 x Fried Chicken Peri Peri Tender"
1 x Fried Chicken Angara Tender
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Angara Grilled Chicken
"1 x Fried Chicken Classic Tender, 1 x Grilled Chicken Jamaican Tender"
"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Smoky BBQ Tender, 1 x Bone in Angara Grilled Chicken"
1 x Grilled Chicken Smoky BBQ Tender
1 x Bone in Peri Peri Grilled Chicken
"1 x Bone in Peri Peri Grilled Chicken, 1 x Salted Fries"
1 x Animal Fries
1 x AAC Saucy Fries
1 x Onion Bombs
1 x Animal Fries
1 x Grilled Chicken Smoky BBQ Tender
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Jamaican Grilled Chicken
"1 x Jamaican Sauce, 1 x AAC Signature Fries"
1 x Fried Chicken Peri Peri Tender
1 x Grilled Chicken Jamaican Tender
1 x Fried Chicken Peri Peri Tender
1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries
"1 x Bone in Kabuli Grilled Chicken, 1 x Harisa Mayo"
1 x Grilled Chicken Peri Peri Tender
"1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Jamaican Tender"
2 x Bone in Jamaican Grilled Chicken
"1 x Grilled Chicken Peri Peri Tangdi, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Animal Fries, 1 x Grilled Chicken Angara Tangdi"
"1 x Grilled Chicken Jamaican Tender, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Garlic Aioli, 1 x Cafreal dip, 1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Salted Krispers, 1 x Fried Chicken Angara Tender, 2 x Onion Bombs, 1 x Bone in Jamaican Grilled Chicken Quarter + Angara Rice, 1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries"
"1 x Fried Chicken Peri Peri Tender, 1 x Onion Bombs"
"1 x Animal Fries, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Jamaican Tangdi"
"1 x Animal Fries, 1 x Grilled Chicken Peri Peri Tangdi"
"1 x Angara Rice, 1 x AAC Signature Krispers, 1 x Grilled Chicken Peri Peri Tender, 1 x Grilled Chicken Jamaican Tender"
"1 x Fried Chicken Peri Peri Tender, 1 x Bone in Jamaican Grilled Chicken"
2 x Bone in Peri Peri Grilled Chicken
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Angara Grilled Chicken"
"1 x Bone in Angara Grilled Chicken, 1 x Grilled Chicken Tangdi Jamaican + Salted Krispers"
"1 x Bone in Kabuli Grilled Chicken, 2 x Garlic Aioli, 1 x Bone in Jamaican Grilled Chicken"
"1 x Grilled Chicken Smoky BBQ Tender, 1 x Bone in Jamaican Grilled Chicken"
1 x Grilled Chicken Angara Tender
"1 x Bone in Peri Peri Grilled Chicken, 1 x Fried Chicken Classic Tender"
"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Fried Chicken Peri Peri Tender, 2 x Animal Fries, 1 x Grilled Chicken Jamaican Tender, 1 x Fried Chicken Angara Tender, 1 x Kabuli Grilled Paneer (8 pcs), 2 x AAC Saucy Fries"
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Angara Grilled Chicken"
2 x Grilled Chicken Jamaican Tender
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Kabuli Grilled Chicken"
"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender"
"1 x Grilled Chicken Peri Peri Tangdi, 1 x Grilled Chicken Smoky BBQ Tender"
"1 x AAC Saucy Fries, 1 x Angara Grilled Paneer (8 pcs)"
"1 x Fried Chicken Classic Tender, 1 x Bone in Jamaican Grilled Chicken"
"1 x Animal Fries, 2 x Harisa Mayo, 1 x Bone in Jamaican Grilled Chicken"
"1 x Bone in Angara Grilled Chicken, 1 x Fried Chicken Classic Tender"
"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Fries, 1 x AAC Special Slaw"
"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender, 1 x Grilled Chicken Jamaican Tender, 1 x Animal Fries, 1 x Grilled Chicken Smoky BBQ Tangdi, 1 x Bone in Kabuli Grilled Chicken, 1 x Grilled Chicken Angara Tender, 1 x Fried Chicken Peri Peri Tender"
"1 x Bone in Angara Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
2 x Bone in Smoky Bbq Grilled Chicken
"1 x Fried Chicken Angara Tender, 1 x Fried Chicken Peri Peri Tender"
"1 x Garlic Aioli, 1 x AAC Signature Fries, 2 x Grilled Chicken Peri Peri Tangdi"
"1 x Bone in Jamaican Grilled Chicken, 1 x Fried Chicken Ghostbuster Tender"
2 x Bone in Jamaican Grilled Chicken
"1 x Fried Chicken Angara Tender, 1 x Animal Fries"
"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Smoky Bbq Grilled Chicken"
"1 x Grilled Chicken Angara Tender, 1 x Angara Aloo Tuk Tuki, 1 x Grilled Chicken Jamaican Tender, 1 x Salted Krispers"
"1 x Bone in Peri Peri Grilled Chicken, 1 x Bone in Jamaican Grilled Chicken"
"1 x Fried Chicken Angara Tender, 1 x Bone in Kabuli Grilled Chicken"
1 x Bone in Smoky Bbq Grilled Chicken
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
2 x Bone in Smoky Bbq Grilled Chicken
1 x Grilled Chicken Smoky BBQ Tender
1 x Fried Chicken Peri Peri Tender
"1 x Bone in Peri Peri Grilled Chicken, 1 x Angara Aloo Tuk Tuki, 1 x Onion Bombs"
"1 x Grilled Chicken Jamaican Tender, 1 x Grilled Chicken Angara Tender, 1 x Grilled Chicken Ghostbuster Tangdi, 1 x Bone in Peri Peri Grilled Chicken"
1 x Grilled Chicken Smoky BBQ Tangdi
1 x Bone in Jamaican Grilled Chicken
"1 x AAC Special Slaw, 1 x Angara Rice"
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Jamaican Grilled Chicken
1 x Grilled Chicken Angara Tender
1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Kabuli Grilled Chicken"
1 x Animal Fries
1 x Grilled Chicken Jamaican Tender
1 x Animal Fries
"1 x Animal Fries, 1 x Fried Chicken Angara Tender, 1 x AAC Signature Krispers"
1 x Bone in Peri Peri Grilled Chicken
1 x Grilled Chicken Jamaican Tender
1 x Bone in Jamaican Grilled Chicken
"1 x Bone in Peri Peri Grilled Chicken, 1 x Grilled Chicken Jamaican Tangdi"
"1 x Grilled Chicken Jamaican Tender, 1 x Salted Fries"
1 x Bone in Angara Grilled Chicken
1 x Animal Fries
1 x Bone in Jamaican Grilled Chicken
1 x Bone in Jamaican Grilled Chicken
"1 x Fried Chicken Peri Peri Tender, 1 x Onion Bombs"
"1 x Peri Peri Krispers, 1 x Fried Chicken Peri Peri Tender, 1 x Grilled Chicken Angara Tender"
1 x Bone in Jamaican Grilled Chicken
"1 x Bone in Jamaican Grilled Chicken, 1 x Grilled Chicken Angara Tender"
1 x Bone in Jamaican Grilled Chicken
1 x Fried Chicken Classic Tender
"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken"
1 x Grilled Chicken Jamaican Tender
"1 x Grilled Chicken Jamaican Tender, 1 x Bone in Peri Peri Grilled Chicken"
"1 x Fried Chicken Classic Tender, 1 x Fried Chicken Angara Tender, 2 x Salted Krispers"
"1 x Grilled Chicken Jamaican Tender, 1 x AAC Signature Krispers, 1 x Grilled Chicken Smoky BBQ Tangdi"
"1 x Tipsy Tiger Ginger Ale, 1 x Bone in Jamaican Grilled Chicken, 1 x Indian Pico De-Gallo"
1 x Grilled Chicken Peri Peri Tangdi
1 x AAC Saucy Fries
"1 x Chilli Cheese Garlic Bread, 1 x Herbed Potato"
1 x Bageecha Pizza
1 x Cheesy Garlic Bread
"1 x Chilli Cheese Garlic Bread, 1 x All About Chicken Pizza, 1 x Bageecha Pizza"
1 x All About Chicken Pizza
1 x Masala Paneer Pide
1 x Grilled Tangdis
"1 x Mushroom Pizza, 1 x Bageecha Pizza, 1 x Indian Masala Fries"
1 x Murgh Amritsari Garlic Bread
"1 x Murgh Amritsari Seekh Melt, 1 x Jamaican Chicken Melt"
1 x Peri Peri Paneer Pizza
1 x Chilli Cheese Garlic Bread
"1 x Indian Masala Fries, 1 x Chilli Cheese Garlic Bread"
1 x Bageecha Pizza
1 x All About Chicken Pizza
"1 x Masala Paneer Pide, 1 x Chilli Cheese Garlic Bread"
1 x Margherita Pizza
1 x Jamaican Chicken Melt
"1 x Tripple Cheese Pizza, 1 x Makhani Paneer Pizza"
1 x Murgh Amritsari Seekh Pide
1 x Mushroom Pizza
1 x Tripple Cheese Pizza
1 x Masala Paneer Pide
1 x Makhani Paneer Pizza
1 x Murgh Amritsari Garlic Bread
"1 x All About Chicken Pizza, 1 x Peri Peri Fries, 1 x Fried Chicken Strips"
"1 x Jamaican Chicken Melt, 1 x Cheesy Garlic Bread, 1 x All About Chicken Pizza"
"1 x Murgh Amritsari Seekh Pizza, 1 x Bageecha Pizza"
"1 x All About Chicken Pizza, 1 x Bageecha Pizza"
1 x Masala Paneer Pide
"1 x Fried Chicken Strips, 1 x Chilli Cheese Garlic Bread"
1 x Makhani Paneer Pizza
"1 x Murgh Amritsari Seekh Pide, 1 x Iced Green Tea - Peach"
1 x Herbed Potato
3 x Grilled Tangdis
"1 x Tripple Cheese Pizza, 1 x Salted Fries"
1 x Murgh Amritsari Seekh Pizza
1 x Chilli Cheese Garlic Bread
"1 x Cheesy Garlic Bread, 1 x Tipsy Tiger Fresh Lime Soda, 1 x Herbed Potato"
1 x Jamaican Chicken Melt
1 x Chilli Cheese Garlic Bread
"1 x Tipsy Tiger Ginger Ale, 1 x Jamaican Chicken Melt"
1 x Murgh Amritsari Seekh Melt
"1 x Chilli Cheese Garlic Bread, 1 x Makhani Paneer Pizza"
1 x Murgh Amritsari Garlic Bread
1 x Mushroom Pizza
"1 x Peri Peri Fries, 1 x Peri Peri Paneer Melt"
"1 x Bageecha Pizza, 1 x Herbed Potato"
"1 x Murgh Amritsari Garlic Bread, 1 x Peri Peri Fries, 1 x Chicken Pepperoni Pizza"
"1 x Chilli Cheese Garlic Bread, 1 x Makhani Paneer Pizza"
1 x Just Pepperoni Pizza
"1 x Murgh Amritsari Seekh Pizza, 1 x Margherita Pizza, 1 x Indian Pico De-Gallo"
1 x Makhani Paneer Pizza
1 x Chilli Cheese Garlic Bread
1 x Murgh Amritsari Garlic Bread
"2 x Herbed Potato, 1 x Bageecha Pizza"
"1 x OG Cheese Pide, 1 x Salted Fries"
2 x Cheesy Garlic Bread
1 x Mushroom Mozzarella Melt
1 x Peri Peri Grilled Chicken Pizza
"1 x Chilli Cheese Garlic Bread, 1 x Peri Peri Fries"
"1 x Mushroom Pizza, 1 x Bageecha Pizza, 1 x Masala Potato Pide"
1 x All About Chicken Pizza
1 x Bellpepper Onion Pizza
1 x Chilli Cheese Garlic Bread
1 x All About Chicken Pizza
1 x Murgh Amritsari Seekh Pizza
"1 x Harisa Mayo, 1 x Cheesy Garlic Bread, 1 x Peri Peri Chicken Melt, 1 x Garlic Aioli, 1 x Murgh Amritsari Seekh Melt, 1 x Margherita Pizza"
"1 x Harisa Mayo, 1 x Jamaican Chicken Melt"
1 x All About Chicken Pizza
1 x Chilli Cheese Garlic Bread
"1 x Bageecha Pizza, 1 x Herbed Potato"
"1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza"
1 x Jamaican Chicken Melt
"1 x Herbed Potato, 1 x Just Pepperoni Pizza"
"1 x Cheesy Garlic Bread, 1 x Bageecha Pizza"
"1 x Bageecha Pizza, 1 x Cheesy Garlic Bread, 1 x Peri Peri Grilled Chicken Pizza"
"1 x Grilled Tangdis, 1 x Peri Peri Fries, 1 x Herbed Potato, 1 x All About Chicken Pizza"
1 x Bageecha Pizza
"1 x Tipsy Tiger Fresh Lime Soda, 2 x Tipsy Tiger Ginger Ale, 1 x Desi Pepperoni Pizza"
1 x Peanut Butter Chocolate Pide
"1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread"
"1 x Just Pepperoni Pizza, 2 x Grilled Tangdis, 1 x Bageecha Pizza"
1 x Masala Paneer Pide
"1 x Herbed Potato, 1 x Garlic Aioli"
1 x Herbed Potato
"1 x Murgh Amritsari Garlic Bread, 1 x Malai Gud Pide"
1 x Bageecha Pizza
"1 x Cheesy Garlic Bread, 1 x Murgh Amritsari Seekh Pide, 1 x OG Cheese Pide, 1 x Garlic Aioli"
"1 x Bageecha Pizza, 1 x All About Chicken Pizza"
1 x Chilli Cheese Garlic Bread
1 x Chilli Cheese Garlic Bread
1 x Margherita Pizza
"1 x Chilli Cheese Garlic Bread, 1 x Indian Masala Fries"
1 x All About Chicken Pizza
1 x Murgh Amritsari Seekh Pide
1 x Chilli Cheese Garlic Bread
1 x Peri Peri Paneer Pizza
"2 x Peri Peri Paneer Pizza, 2 x Bageecha Pizza"
"1 x Chilli Cheese Garlic Bread, 1 x Cheesy Garlic Bread, 1 x Peri Peri Paneer Pizza, 1 x Bellpepper Onion Pizza, 1 x Tripple Cheese Pizza, 1 x All About Chicken Pizza"
2 x Salted Fries
"1 x All About Chicken Pizza, 1 x Peri Peri Grilled Chicken Pizza"
"1 x All About Chicken Pizza, 1 x Margherita Pizza"
"1 x Margherita Pizza, 2 x Cheesy Garlic Bread"
"1 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide"
2 x Murgh Amritsari Seekh Pide
"1 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide"
"1 x Murgh Amritsari Seekh Pide, 1 x All About Chicken Pizza"
"2 x Margherita Pizza, 2 x Salted Fries"
"1 x Just Pepperoni Pizza, 1 x Bageecha Pizza"
"1 x OG Cheese Pide, 1 x Masala Paneer Pide"
"2 x Herbed Potato, 1 x All About Chicken Pizza, 1 x Murgh Amritsari Seekh Pizza"
"1 x Masala Paneer Pide, 1 x OG Cheese Pide"
"1 x All About Chicken Pizza, 1 x Makhani Paneer Pizza"
"1 x Makhani Paneer Pizza, 1 x Mushroom Pizza"
2 x Masala Potato Pide
"1 x Chilli Cheese Garlic Bread, 1 x Murgh Amritsari Seekh Pide"
"1 x Masala Paneer Pide, 1 x Murgh Amritsari Seekh Pide"
"1 x Jamaican Chicken Melt, 1 x Murgh Amritsari Seekh Melt"
"1 x Murgh Amritsari Seekh Melt, 1 x Jamaican Chicken Melt"
"1 x Murgh Amritsari Seekh Melt, 1 x Angara Paneer Melt"
"1 x Indian Masala Fries, 1 x Peri Peri Fries, 1 x Malai Gud Pide, 1 x All About Chicken Pizza"
"1 x Mushroom Pizza, 1 x Bageecha Pizza"
"1 x Jamaican Chicken Melt, 1 x Murgh Amritsari Seekh Melt"
"1 x All About Chicken Pizza, 1 x Just Pepperoni Pizza"
